review,BATTERY,CAMERA,GENERAL,SER&ACC,PERFORMANCE,DESIGN,FEATURES,PRICE,SCREEN,STORAGE
tai nghe,,,,,,,negative,,,
bị sai lỗi thiết kế,,,,,,negative,,,,
pin thì trâu rồi đó,positive,,,,,,,,,
chiến game không ngon như nhân viên tgdd tư vấn chơi không mượt chúc,,,,,negative,,,,,
loa thoại trên 1/2 có lỗ loa còn 1/2 có lỗ loa mà bị bích lại,,,,,,negative,,,,
Xài thì hơi lag tí. Đôi khi đơ đơ,,,,,negative,,,,,
Vân tay mở khóa thì chậm,,,,,,,negative,,,
Đang xài máy lại hiện màng hình logo Sumsung ả 5 phút không thao tác gì được,,,,,negative,,,,,
Ban đầu xài pin nó rất trâu sau một thời gian thì pin nó tuột nhanh,neutral,,,,,,,,,
Mọi thứ ổn,,,positive,,,,,,,
Pin 1 chút (Sạc đầy để qua đêm tụt khá nhanh so vs máy mới...Thời gian đầu 2-3% bây giờ là 4-5% khá hoang mang,negative,,,,,,,,,
luôn tin tưởng TGDĐ,,,,positive,,,,,,
Sản phẩm đẹp,,,,,,positive,,,,
chất lượng tốt,,,positive,,,,,,,
nhân viên tư vấn nhiệt tình,,,,positive,,,,,,
Máy ok,,,positive,,,,,,,
Chơi game khỏe,,,,,positive,,,,,
pin châu nữa,positive,,,,,,,,,
rất tuyệt,,,positive,,,,,,,
chưa thấy lỗi gì hết,,,,,positive,,,,,
"Cảm quan bên ngoài nhìn máy này khá đẹp, mặt lưng nhìn kiểu 3D nhìn thích",,,,,,positive,,,,
"Cấu hình máy này cũng ổn, với Antutu tạm được nhưng không hợp với gamer, với Androbench tốc độ đọc/ghi mức trung bình. Tác vụ thông thường mượt mà",positive,,,,,,,,,
 pin dùng tốt,positive,,,,,,,,,
màn hình đẹp màu nịnh mắt tuy nhiên khi nhìn icon không sắc nét,,,,,,,,,neutral,
Camera chụp hình ở mức trung bình khá,,neutral,,,,,,,,
Khi mình mua được tặng Sam sung fit e để đeo theo dõi sức khoẻ rất tiện,,,,positive,,,,,,
Chơi game ok,,,,,positive,,,,,
Pin trâu,positive,,,,,,,,,
"nhạc chuông to, nhưng âm thanh nghe gọi còn nhỏ",,,,,,,neutral,,,
"Nói chung hàng 4,2tr như vậy là quá tốt trong tầm giá.",,,positive,,,,,,,
"Samsung sài chán, mới mua a71 chíp 710 sài thua oppo k5",,,,negative,,,,,,
chíp 635 lag hơn oppo nhiều,,,,,negative,,,,,
pin tuột nhanh quá .pin ko cầm đươpc lâu,negative,,,,,,,,,
Sản phâm tuyệt vời,,,positive,,,,,,,
"dùng mượt, hiệu năng cao",,,,,positive,,,,,
pin bền,positive,,,,,,,,,
xứng đáng với túi tiền bỏ ra,,,,,,,,positive,,
Máy e bị tình trạng viền đen xung quanh màn hình,,,,,,negative,,,,
sản phẩm quá tệ,,,negative,,,,,,,
 pin lúc trâu lúc xuống cực nhanh,neutral,,,,,,,,,
lúc gọi còn bị tối đen mấy phút xg mới dc,,,,,,,negative,,,
thấy cũng ổn,,,positive,,,,,,,
pin ko đc như kỳ vọng lắm mà bù đc cái sạc nhanh cũng ok,neutral,,,,,,,,,
"chơi game cũng mượt, mặc dù đôi khi hơi lag một tý nhưng ko vấn đề gì",,,,,neutral,,,,,
cảm nhận thấy cũng tạm ổn,,,neutral,,,,,,,
Sản phẩm rất tốt ạ,,,positive,,,,,,,
nhanh hết pin wa 5000 pin mà sài 10 tiếng đồng hồ đã hết ùi. Không bằng a3s bữa mình mua,negative,,,,,,,,,
còn lại cái gì cx OK,,,positive,,,,,,,
Nhân viên rất zui zẻ và nhiệt tình ạ chấm 10 điểm. Hihi. Mãi ủng hộ TGDD ạ,,,,positive,,,,,,
e xài mọi thứ đều ổn,,,positive,,,,,,,
pin trâu,positive,,,,,,,,,
cảm biến tốt,,,,,,,positive,,,
sạc nhanh,positive,,,,,,,,,
chụp hình đẹp,,positive,,,,,,,,
nói chung quá ổn,,,positive,,,,,,,
Nó bằng giá nokia 2,,,,,,,,neutral,,
hịn hơn,,,positive,,,,,,,
Có sẵn các ứng dụng mà nokia 2 phải lên chplay tải về,,,,,positive,,,,,
đt tốt,,,positive,,,,,,,
nhân viên dễ thương,,,,positive,,,,,,
camera sắc nét,,positive,,,,,,,,
tầm giá 3tr,,,,,,,,neutral,,
đt như này thì quá tốt rồi ạ Nói chung nên mua nha mn,,,positive,,,,,,,
"Pin thoải mái, hỗ trợ sạc nhanh",positive,,,,,,,,,
"Chưa thấy lỗi gì cả, chạy thật sự nhẹ nhàng. Rất hài lòng",,,positive,,,,,,,
Chế độ bảo hành của Điện Máy Xanh rất tốt,,,,positive,,,,,,
"Bỏ đi khá nhiều app thừa của Xiaomi, tận dụng app của Google",,,,,positive,,,,,
Đang gõ chứ trên google thì tự nhiên màn hình rè rè đen loạn cả lên,,,,,,,negative,,,
Quá thất vọng khi bỏ tiền ra mua 1 chiếc điện thoại samsung với giá hơn 10 triệu đồng,,,negative,,,,,,,
"bàn phím lỗi nhảy kí tự lung tung, thi thoảng mất loa phải reset lại máy",,,,,,,negative,,,
hỏng chân sạc,,,,,,negative,,,,
Quá thất vọng vì bỏ hơn 10tr ra mua 1 cục gạch,,,negative,,,,,,,
Xài ok,,,positive,,,,,,,
A50s chạy mượt chơi game tốt,,,,,positive,,,,,
 pin trâu,positive,,,,,,,,,
chụp hình thì khỏi bàn hình đẹp,,positive,,,,,,,,
giá 5.900.000 là quá ok,,,,,,,,positive,,
Con này xài rất tốt mọi người nên mua,,,positive,,,,,,,
 chơi game rất mượt,,,,,positive,,,,,
Máy dùng thường xuyên bị đơ màn hình .khá là khó chịu,,,,,negative,,,,,
đt quá tệ camera thì xấu,,negative,,,,,,,,
 pin có sac nhanh nhưng sac rất chậm mới 75% thì báo đầy ròy nóng nữa,negative,,,,,,,,,
hàng Việt Nam quá tệ,,,,negative,,,,,,
Mua về sài rất tốt,,,positive,,,,,,,
nhân viên TGDD nhiệt tình,,,,positive,,,,,,
sạc 25%>100% từ 1h10p đến 4h45mới đầy pin,negative,,,,,,,,,
Thất vọng về máy quá,,,negative,,,,,,,
dùng chút mà máy bị nóng,,,,,negative,,,,,
âm thanh bị rung cả máy,,,,,,,negative,,,
"sạt pin nhanh mà lâu đầy,nhanh tụt pin",negative,,,,,,,,,
k xứng với giá bỏ ra,,,negative,,,,,,,
Cảm nhận máy tạm ổn thôi,,,neutral,,,,,,,
bắt wifi ko mạnh lắm,,,,,,,negative,,,
Màn hình đẹp,,,,,,,,,positive,
chạy mượt nhanh khỏi chê,,,,,positive,,,,,
"Nhưng pin ko tương xứng với 4.000, do mình ko chơi game xem ít youtobe mà ngày nào cũng phải sạc. Lúc sạc máy nóng kinh khủng",negative,,,,,,,,,
Cho 4 sao ủng hộ hàng việt,,,,positive,,,,,,
Mọi thứ đều tốt,,,positive,,,,,,,
trừ pin ko ấn tượng như thông số 4k3. Thời gian onscreen tầm 3 4h thui,negative,,,,,,,,,
máy dùng rất thích,,,positive,,,,,,,
chụp ảnh đẹp,,positive,,,,,,,,
loa nghe to rỏ ràng,,,,,,,positive,,,
"nhân viên phục vụ nhiệt tình, tỉ mĩ, nói chung rất thích mua hàng ở đmx, tgdd, về hàng hóa và thái độ pv",,,,positive,,,,,,
máy rất ok,,,positive,,,,,,,
Mình chơi game ngày hơn 8 tiếng nhưng thấy đt cũng bt k quá nóng cũng k lag,,,,,positive,,,,,
Nói chung ok,,,positive,,,,,,,
bị tụt xuống 98%,negative,,,,,,,,,
 chụp hình ,,positive,,,,,,,,
vân tay đều rất ok,,,,,,,positive,,,
thất vọng mỗi pin,negative,,,,,,,,,
có hiện tượng đứng máy với lại mức độ bảo mật không ok cho lắm,,,,,negative,,,,,
Điện thoại gọi to rõ,,,,,,,positive,,,
bin rất lâu,positive,,,,,,,,,
sóng khỏe,,,,,,,positive,,,
giá mềm,,,,,,,,positive,,
cảm ơn tập đoàn thế giới di động guới thiệu sản phẩm tốt hoàng tiếp tục ủng hộ thế giới di động,,,,positive,,,,,,
Sản phẩm rất tốt,,,positive,,,,,,,
"nình đã mua sản phẩm này đã hơn 1 thơ rồi, cho tới bây giờ thì chưa có lỗi nào cả, sản phẩm này rất ok mọi người nên mua",,,positive,,,,,,,
Sản phẩm quá ngon,,,positive,,,,,,,
máy chơi game mượt,,,,,positive,,,,,
pin trâu,positive,,,,,,,,,
Sản phẩm tuyệt vời,,,positive,,,,,,,
pin tốt,positive,,,,,,,,,
cấu hình tuyệt vời,,,,,positive,,,,,
ủng hộ Huawei loa tặng kèm nghệ rất hay,,,,positive,,,,,,
Dùng chán quá,,,negative,,,,,,,
"mở vân tay thì 7 phát đc 1 phát, nhận diện khuôn mặt 5 phát dc 1",,,,,,,negative,,,
nc là quá thất vọng,,,negative,,,,,,,
có 790k thui,,,,,,,,positive,,
giá rẻ như này,,,,,,,,positive,,
gần như mọi thứ đều OK,,,positive,,,,,,,
pin tụt nhanh,negative,,,,,,,,,
Cảm ứng mượt. Vân tay rất ổn,,,,,,,positive,,,
Mỗi tội không ưng về pin,negative,,,,,,,,,
hư luôn cảm ứng,,,,,,,negative,,,
Chưa thấy cái máy nào tệ như máy này,,,negative,,,,,,,
Xài ngày đầu tiên thì máy lag,,,,,negative,,,,,
Cảm bién vân tay thì tệ,,,,,,,negative,,,
trãi nghiệm thữ thì rất ok,,,positive,,,,,,,
Ngoại hình đẹp,,,,,,positive,,,,
cấu hình cũng mạnh,,,,,positive,,,,,
Chơi game rất mượt nha,,,,,positive,,,,,
camera thì khỏi chê,,positive,,,,,,,,
Vì khe 2 dùng chung nên dùng thẻ nhớ thì chỉ dùng được 1 sim,,,,,,negative,,,,
Không nóng,,,,,neutral,,,,,
mau hết pin,negative,,,,,,,,,
bắt wife khá yếu,,,,,,,negative,,,
thấy ổn,,,positive,,,,,,,
bắt wife chán quá chán,,,,,,,negative,,,
"máy phát wifi tốt, truy cập mạng cũng ổn",,,,,,,positive,,,
youtube xem tốt,,,,,positive,,,,,
GPS chưa định vị được địa điểm,,,,,,,negative,,,
Store ứng dụng có 1 số ứng dụng hữu ích nhưng các ứng dụng đôi khi bị treo,,,,,neutral,,,,,
"google assistant có tiếng việt thì tốt quá, phần nhập liệu sẽ nhanh hơn",,,,,negative,,,,,
chỉ đầu tư mỗi cái chụp hình,,positive,,,,,,,,
còn lại ko ổn,,,negative,,,,,,,
cài phần mềm gián điệp,,,,,,,negative,,,
sạc pin 9% đến đầy là 1 tiếng rưỡi,neutral,,,,,,,,,
Không thích màn hình giọt nước cho lắm,,,,,,negative,,,,
cập nhật miui 11 rồi,,,,,neutral,,,,,
Mọi thứ đều rất tuyệt vời,,,positive,,,,,,,
cảm ơn Vsmart,,,,positive,,,,,,
Xài ngon,,,positive,,,,,,,
Game mượt,,,,,positive,,,,,
Pin trâu,positive,,,,,,,,,
Chụp đêm quá ngon,,positive,,,,,,,,
"Nói chung ổn trong tầm giá, rất đáng mua",,,positive,,,,,,,
"Sản phẩm nghe nhạc hay, loa kép",,,,,,,positive,,,
Màn hình 90hz,,,,,,,,,positive,
Thiết kế đẹp lắm ơi,,,,,,positive,,,,
đáng đồng tiền,,,,,,,,positive,,
mua rất ok,,,positive,,,,,,,
pin vẫn trâu,positive,,,,,,,,,
 tóm lại hợp lí,,,positive,,,,,,,
quả màn thi ok,,,,,,,,,positive,
hãng không tặng cái gì hết ốp lưng hay tai nghe cũng không,,,,negative,,,,,,
tầm giá 3tr490 thì chấp nhận được,,,,,,,,neutral,,
pin trâu,positive,,,,,,,,,
máy nhẹ,,,,,,positive,,,,
"Đêm sạc Pin khi Pin dưới 20%, sạc bằng nguồn điện từ ổ cắm đến 5h Sáng sao thấy chỉ 60 mấy 70% Pin thôi mà sạc bằng sạc dự phòng thì mau đầy",,,,,negative,,,,,
pin sử dụng được rất lâu và sạc cũng rất nhanh đầy,positive,,,,,,,,,
chơi game rất mượt,,,,,positive,,,,,
vân tay cực kỳ nhạy và nhanh,,,,,,,positive,,,
màn hình lớn đọc báo rất đã,,,,,,,,,positive,
camera sau chụp tốt,,positive,,,,,,,,
hình như pin máy bị lôi,negative,,,,,,,,,
Sản phẩm không có tai phone kèm theo,,,,negative,,,,,,
thiếu tai phone thì k thể chấp nhận được,,,,negative,,,,,,
Lỗi quá nhiều,,,negative,,,,,,,
Bắt wifi kém . Dù mỡ thông báo lâu lắm mới hiển thị dù mạng tốt,,,,,,,negative,,,
Mọi thứ đều tốt,,,positive,,,,,,,
Màn hình đẹp,,,,,,,,,positive,
Sạc quá nhanh,positive,,,,,,,,,
Chip quá mạnh,,,,,positive,,,,,
Cảm ứng nhạy,,,,,,,positive,,,
Máy ok,,,positive,,,,,,,
"Làm gì có loa kép ,quảng cáo sai,Loa đơn nhé nghe nhạc các thứ chỉ nghe được 1 loa duy nhất không như các hãng khác nghe cả 2 loa",,,,,,,negative,,,
Quá ngon,,,positive,,,,,,,
Pin khoẻ sạc nhanh,positive,,,,,,,,,
Chụp ảnh đẹp,,positive,,,,,,,,
Chơi game phê,,,,,positive,,,,,
Không chê được câu nào,,,positive,,,,,,,
Mãi ủng hộ Oppo,,,,positive,,,,,,
Xứng đáng đồng tiền bỏ ra khi mua 9s này,,,,,,,,positive,,
Pin trâu hơn 10h,positive,,,,,,,,,
hiệu năng ổn và mát(39°c/4h) chơi game,,,,,positive,,,,,
Cammera thì chụp tạm ổn,,neutral,,,,,,,,
Máy chỉ nóng khi sạc chắc do sạc nhanh,negative,,,,,,,,,
Máy sài ok mà,,,positive,,,,,,,
rất ok,,,positive,,,,,,,
Tầm giá 3 triệu,,,,,,,,neutral,,
chụp hình đẹp,,positive,,,,,,,,
Máy đẹp,,,,,,positive,,,,
mượt mà,,,,,positive,,,,,
Nhìn chung màu máy năm nay có con màu này là ấn tượng nhất,,,,,,positive,,,,
Nói chung iphone ngon như giá tiền bỏ ra,,,positive,,,,,,,
pin tụt nhanh zay ế mới mua được 2ngay vào FB có 2tieng mà pin tụt 20phan trăm pin,negative,,,,,,,,,
Điện thoại ổn,,,positive,,,,,,,
Tất cả nhân viên nhiệt tình phục vụ khách hàng rất tốt,,,,positive,,,,,,
bị đen màn hình không lên được,,,,,negative,,,,,
bị hao pin nhanh,negative,,,,,,,,,
bị lác,,,,,negative,,,,,
nhảy màn hình,,,,,,,negative,,,
6 triệu,,,,,,,,neutral,,
cái điện thoại thật thất vọng,,,negative,,,,,,,
thấy khá xứng đáng với số tiền bỏ ra,,,positive,,,,,,,
Máy chạy nhanh,,,,,positive,,,,,
màn hình,,,,,,,,,positive,
loa ổn,,,,,,,positive,,,
pin dùng khá thoải mái trong 1 ngày,positive,,,,,,,,,
Chơi game bằng wifi nóng bỏng tay,,,,,negative,,,,,
Kém xa các dòng máy khác,,,negative,,,,,,,
Máy sài im mượt,,,,,positive,,,,,
chụp hình xoá phong rất đẹp,,positive,,,,,,,,
giá họp lý,,,,,,,,positive,,
nhân viên phục vụ nhiệt tình,,,,positive,,,,,,
Mới sài cảm thấy ổn,,,positive,,,,,,,
Vẫn đẹp lung linh,,,,,,positive,,,,
pin xài rất lâu nha mấy chế. Sạc nhanh dễ sợ,positive,,,,,,,,,
máy mượt ghê gớm,,,,,positive,,,,,
Đáng đồng tiền bát gạo,,,positive,,,,,,,
camera thì ok sài cũng được,,positive,,,,,,,,
âm thanh thì đối với mình thì mình thấy tạm được,,,,,,,neutral,,,
game thì bao mượt cho chiến thoải mái,,,,,positive,,,,,
Túm lại là máy sài tốt,,,positive,,,,,,,
Nhân viên tư vấn nhiệt tình,,,,positive,,,,,,
sản phẩm mẫu mã đẹp,,,,,,positive,,,,
 giá tốt,,,,,,,,positive,,
hương trình khuyến mãi nhiều,,,,positive,,,,,,
máy pin trâu,positive,,,,,,,,,
cam tạm ổn,,neutral,,,,,,,,
chip 665 ok con dê,,,,,positive,,,,,
cảm ơn nv ở tgdd lê chân hải phòng nhé hihi,,,,positive,,,,,,
Máy xài tốt và đáp ứng đủ nhu cầu cơ bản,,,positive,,,,,,,
màn hình to,,,,,,,,,positive,
pin trâu,positive,,,,,,,,,
hdh nượt mà,,,,,positive,,,,,
bộ nhớ,,,,,,,,,,positive
ram đủ dùng cho những yêu cầu cơ bản lướt wed xem phim online chat.mang xa hoi,,,,,positive,,,,,
cảm ơn samsung,,,,positive,,,,,,
Pin khá ổn ạ. Dùng từ 8h sáng đến 22h35 mà đt vẫn còn 41% mà mk vẫn xem video nhiều,positive,,,,,,,,,
Cảm ứng mượt chưa thấy đơ,,,,,,,positive,,,
sóng 4g viettel hơi yếu ạ. Vào mạng bằng wifi thì mượt lắm,neutral,,,,,,,,,
Chụp hình đẹp,,positive,,,,,,,,
Điện thoại thể hiện được đẳng cấp. Hài lòng về sản phẩm khi mua tại TGDĐ,,,positive,,,,,,,
Sẽ giới thiệu với người nhà qua xem và tham khảo sản phẩm tại Điện Máy Xanh,,,,positive,,,,,,
"Camera trc có vấn đề nhé. Buổi tối nhòe, nhạt và có hạt như tivi trắng đen xưa. Thất vọng. Camera sau thì ok. Tuy nhiên camera cho hình ảnh giả giả sao á",,neutral,,,,,,,,
Máy dùng ok,,,positive,,,,,,,
vân tay chậm quá,,,,,,,negative,,,
"Camera khá nét, nhiều chế độ chụp",,positive,,,,,,,,
"Chiến game lq, pubg bật được 60fps",,,,,positive,,,,,
pin dùng được rất lâu nhưng sạc đầy trong vòng gần 1 tiếng từ 20%,neutral,,,,,,,,,
Nói chung khá hài lòng về sản phẩm,,,positive,,,,,,,
Máy đẹp,,,,,,positive,,,,
xem yutub mạng4g không rõ nét,,,,,,,,,negative,
pin ổn,positive,,,,,,,,,
" phục vụ OK,mua sản phẩm online kèm quà tặng loa giá đỡ",,,,positive,,,,,,
"Pin tuộc nhanh, bật hết độ sáng sài chỉ dc 3p/ 1%, còn tất hết độ sáng bật chế độ tiết kiệm pin thì để qua đêm mất 30% pin",negative,,,,,,,,,
"pin 4000mah mà sài ko đc 1 ngày, để qua đêm tụt 4%pin",,,,,negative,,,,,
máy bắt sóng wifi quá kém,,,,,,,negative,,,
Dán màn hình tại TGDĐ 2 lần nhưng lần nào cũng dán ít ngày lại bong ra,,,,negative,,,,,,
Cảm ứng nhạy,,,,,,,positive,,,
camera,,positive,,,,,,,,
màn hình rất đẹp,,,,,,,,,positive,
spen hỗ trợ tối da trong c việc văn phonh,,,,positive,,,,,,
cấu hình máy rộng chơi đc nhiều tựa game,,,,,positive,,,,,
pin khủng giúp tôi có thể sử dung tới 2 ngày mà ko cần sạc,positive,,,,,,,,,
Tôi rất hài lòng khi dử dụng Vsmart joy 3,,,positive,,,,,,,
xài ok mà,,,positive,,,,,,,
vô game lâu lâu mắt khởi động lại chơi game nó bị đơ còn hơi bị lag phải để cấu hình thấp mới chơi được,,,,,negative,,,,,
pin thì để qua đêm không sạc thì giảm 5 đến 10 %pin,negative,,,,,,,,,
chụp hình thì ok (củng tạm được),,neutral,,,,,,,,
mình đánh giá cho ae chơi game nặng thì mua con khác,,,,,negative,,,,,
điện thoại sử dụng cảm ứng mượt,,,,,,,positive,,,
nhanh,,,,,positive,,,,,
camera đẹp,,positive,,,,,,,,
chính sách bảo hành của điện máy xanh uy tín,,,,positive,,,,,,
"Sản phẩm tối ưu tệ, máy dùng nóng nhiều khi lướt 4G",,,,,negative,,,,,
pin nhiều nhưng thực tế tụt nhanh,negative,,,,,,,,,
đánh liên quân toàn bị đứng hình một lúc mới đi đc.FPS thì tụt kinh khủng từ 60 xuống 53 lại tăng lên.máy thì ko thấy nóng.chán chip gameming gì chán đời.bật tăng tốc đỡ hơn đc tí,,,,,negative,,,,,
Rất tốt mọi mặt,,,positive,,,,,,,
"chơi game mượt ko lắc, rất ok cho game thủ",,,,,positive,,,,,
"Chức năng vân tay hơi kém, lúc được lúc không",,,,,,,negative,,,
Pin tạm ổn,positive,,,,,,,,,
màu sắc đt rất ưng,,,,,,,,,positive,
vân tay không ổn,,,,,,,negative,,,
Ban đầu mới mua thì pin trâu dc lắm. Nhưng khoảng 1 tháng là bắt đầu nhanh hết,neutral,,,,,,,,,
Trả góp. Ban đầu. Có tính lãi suất. Cao quá,,,,negative,,,,,,
Pin 4000 nhưng tụt khá nhanh,negative,,,,,,,,,
máy nóng ở cụm camera khi chơi gem,,,,,negative,,,,,
camera 48 chấm nhưng chắc chỉ bằng 12 chấm của ss và huawei thôi,,negative,,,,,,,,
đăng ảnh lên FB hay instagram thì ảnh đều bị vỡ bị mặc dù ảnh lúc chụp rất nét,,,,,,,negative,,,
mọi thứ không vấn đề gì,,,positive,,,,,,,
camera rất ưng ý,,positive,,,,,,,,
chỉ có điều pin thấp,negative,,,,,,,,,
Mọi thứ đều ok,,,positive,,,,,,,
